income_stability,average_eligible_emi,average_usable_salary,average_monthly_credit,employer_category,employment_tenure_years,average_month_end_balance,bounce_count,gambling_transaction_count,active_loans_count,has_credit_card,has_personal_loan,has_home_loan,credit_exposure_intensity,average_obligation_to_income_ratio,credit_score
STABLE,14401.99,29158,41753.4,Category C (Partnership/Proprietorship),5.19,35768.11,0,0,5,1,1,1,6,42.27,681
STABLE,128963.98,264585,735143.15,Category A (MNC/Govt/PSU),20.05,682995.52,0,0,4,1,1,0,5,36.49,789
STABLE,111942.25,254090,756771.1,Category C (Partnership/Proprietorship),1.99,867338.14,0,0,5,1,1,1,6,36.68,709
STABLE,112581.46,264340,363824.17,Category A (MNC/Govt/PSU),17.54,1282809.81,0,0,3,1,0,1,4,76.61,762
UNSTABLE,70155.57,222916,269105.92,Category A (MNC/Govt/PSU),0.48,16041.91,0,0,1,0,0,0,1,27.0,598
STABLE,76109.73,189158,439572.07,Category B (Private Ltd),8.36,15339.83,0,0,2,0,0,1,2,29.2,714
STABLE,26418.96,58838,105152.66,Category B (Private Ltd),7.81,232982.76,0,0,3,0,1,0,3,16.61,755
STABLE,44924.37,82663,152197.56,Category C (Partnership/Proprietorship),15.45,394056.64,0,0,0,0,0,0,0,83.82,684
FLUCTUATING,99583.43,174628,283926.13,Category B (Private Ltd),3.47,417239.71,0,0,3,1,0,1,4,91.47,607
STABLE,117040.38,201026,467770.75,Category C (Partnership/Proprietorship),8.79,619279.67,0,0,1,0,0,1,2,73.22,713
STABLE,37446.52,98378,294877.92,Category A (MNC/Govt/PSU),0.22,478230.0,2,0,3,1,1,0,4,43.35,661
STABLE,68769.29,228930,619554.09,Category C (Partnership/Proprietorship),5.86,816056.32,1,0,2,1,0,0,3,80.74,611
STABLE,56637.38,148966,341405.2,Unlisted,0.25,431845.88,0,0,3,0,1,0,4,93.24,634
STABLE,63190.84,139401,182245.7,Category B (Private Ltd),0.84,580757.44,0,0,3,1,1,0,4,77.24,697
STABLE,115437.23,295873,384441.67,Category A (MNC/Govt/PSU),3.16,469449.57,0,0,5,1,1,1,5,35.15,744
STABLE,101533.24,297744,626054.73,Category B (Private Ltd),6.11,477343.15,0,0,3,1,1,1,3,28.07,752
STABLE,134666.66,250014,444018.1,Category A (MNC/Govt/PSU),0.08,80409.69,0,0,1,0,0,0,1,59.45,716
FLUCTUATING,122429.34,240099,285220.23,Category B (Private Ltd),12.42,770189.68,0,0,2,1,1,0,2,36.44,701
STABLE,73008.03,125637,182133.09,Category B (Private Ltd),1.44,5815.83,0,0,2,1,0,0,2,40.64,634
STABLE,94997.72,295556,811249.9,Category B (Private Ltd),11.06,718109.62,1,0,4,1,1,0,5,80.42,652
STABLE,19146.51,51646,85821.9,Unlisted,2.03,110401.62,0,0,4,1,1,1,4,14.21,678
STABLE,13357.49,27540,62014.58,Category A (MNC/Govt/PSU),2.68,46009.12,0,0,3,1,1,0,3,54.66,746
UNSTABLE,130618.6,265908,734610.68,Category B (Private Ltd),7.54,918785.64,1,0,3,1,0,1,4,71.61,596
UNSTABLE,9435.61,27829,81668.05,Category C (Partnership/Proprietorship),0.58,1767.22,0,0,2,0,1,0,3,42.97,546
STABLE,49123.44,85503,214885.1,Category C (Partnership/Proprietorship),1.22,102683.31,0,0,2,0,0,1,2,84.92,617
STABLE,12291.12,27401,42481.09,Category B (Private Ltd),7.46,90908.99,0,0,3,1,0,1,4,20.76,740
STABLE,18863.68,39328,112934.36,Category C (Partnership/Proprietorship),0.82,748.98,0,0,0,0,0,0,0,54.37,587
STABLE,93692.72,166646,406956.54,Category B (Private Ltd),4.16,369010.64,0,0,5,1,1,1,5,60.94,706
FLUCTUATING,15771.98,39767,84528.38,Category A (MNC/Govt/PSU),0.5,1020.23,0,0,4,1,1,1,4,58.27,550
STABLE,128722.48,215407,364208.72,Category B (Private Ltd),0.91,760019.66,1,0,0,0,0,0,0,34.23,697
UNSTABLE,32176.06,86945,214925.34,Category A (MNC/Govt/PSU),3.87,128495.65,0,0,2,0,0,0,2,89.2,561
FLUCTUATING,37995.61,109248,214969.77,Category A (MNC/Govt/PSU),4.62,221121.81,1,0,2,0,0,1,3,22.81,665
FLUCTUATING,19980.86,38525,96141.19,Category A (MNC/Govt/PSU),1.18,178089.84,0,0,5,1,1,1,5,46.31,671
STABLE,22684.67,49913,131169.76,Category C (Partnership/Proprietorship),4.77,4254.36,1,0,0,0,0,0,1,32.01,606
STABLE,42267.97,78625,195426.63,Category B (Private Ltd),0.26,169222.68,0,0,4,1,0,1,5,87.86,656
STABLE,92159.69,179451,200422.0,Category B (Private Ltd),0.44,817249.21,0,0,2,1,0,0,3,80.43,678
STABLE,96557.47,264295,437249.66,Category B (Private Ltd),0.95,646648.5,0,0,2,0,0,1,2,73.59,730
STABLE,79951.55,151180,262168.78,Category B (Private Ltd),3.63,5887.39,0,0,0,0,0,0,0,80.5,557
STABLE,99518.1,184980,433216.63,Category B (Private Ltd),5.5,359613.46,0,0,4,1,0,1,4,46.84,765
STABLE,112246.53,297243,481113.4,Category A (MNC/Govt/PSU),8.66,934112.41,0,0,4,1,1,1,5,26.86,764
UNSTABLE,80891.81,182022,429594.14,Category C (Partnership/Proprietorship),0.73,510565.52,0,0,5,1,1,1,5,48.67,639
STABLE,7619.7,21628,55868.32,Unlisted,2.67,89847.66,0,0,2,1,0,0,3,57.49,645
STABLE,131707.22,241609,640238.21,Category A (MNC/Govt/PSU),1.96,740285.62,0,0,3,0,0,1,3,53.12,752
STABLE,42641.94,71700,125639.88,Category A (MNC/Govt/PSU),2.67,87817.26,0,0,3,0,1,1,4,74.99,680
FLUCTUATING,46886.99,142030,410969.91,Category A (MNC/Govt/PSU),4.91,407881.02,0,0,2,1,0,0,2,48.97,723
FLUCTUATING,46137.53,105698,137330.6,Category B (Private Ltd),1.63,469672.92,0,0,0,0,0,0,0,44.92,706
STABLE,31096.56,77690,109991.69,Category C (Partnership/Proprietorship),4.9,96640.53,0,0,4,1,1,1,5,44.06,671
FLUCTUATING,103701.52,257943,350134.99,Category B (Private Ltd),5.47,1143600.72,0,0,3,0,1,0,3,46.98,681
UNSTABLE,12167.75,31134,49571.22,Category B (Private Ltd),10.07,150101.83,0,0,0,0,0,0,0,73.84,654
FLUCTUATING,29201.71,62330,113625.68,Category C (Partnership/Proprietorship),3.34,139768.93,1,0,3,0,0,1,4,38.78,619
STABLE,50623.52,147166,414599.22,Category A (MNC/Govt/PSU),11.48,440547.32,0,0,3,0,0,1,3,94.67,704
FLUCTUATING,74227.25,164969,292841.86,Category B (Private Ltd),0.29,722609.54,0,0,1,0,1,0,2,46.43,684
STABLE,32896.3,72167,163384.84,Category C (Partnership/Proprietorship),3.01,199315.09,0,0,5,1,1,1,6,57.43,710
STABLE,73721.21,191191,299261.94,Category B (Private Ltd),0.09,281747.45,0,0,3,1,1,1,3,85.18,636
STABLE,85579.45,254965,414007.14,Category B (Private Ltd),0.64,19206.62,0,0,4,1,1,1,5,14.23,655
STABLE,24614.67,66321,122839.78,Category C (Partnership/Proprietorship),4.9,173475.72,1,0,3,1,1,0,3,93.49,579
STABLE,9217.03,29192,46314.05,Unlisted,0.94,1457.59,1,0,3,1,0,0,4,10.52,536
STABLE,7330.1,15833,42189.66,Category A (MNC/Govt/PSU),12.66,14970.14,0,1,1,0,0,1,2,58.63,640
STABLE,51699.82,95107,131994.29,Category A (MNC/Govt/PSU),10.47,300973.05,3,0,4,0,1,1,4,72.85,627
STABLE,26331.26,53560,144295.67,Category B (Private Ltd),2.67,160368.42,1,0,5,1,1,1,6,56.66,689
STABLE,116257.47,205647,251939.99,Category B (Private Ltd),1.51,336681.43,0,0,2,0,1,0,3,41.09,746
STABLE,89737.79,193328,403393.36,Unlisted,2.29,884785.18,0,0,5,1,1,1,6,65.99,676
UNSTABLE,178221.2,297207,641503.5,Category A (MNC/Govt/PSU),4.42,105779.05,0,0,1,0,0,0,1,23.09,661
UNSTABLE,132411.39,275620,611866.2,Category B (Private Ltd),12.31,589253.07,1,0,3,1,0,0,4,90.8,564
FLUCTUATING,28631.77,76141,130409.07,Category A (MNC/Govt/PSU),9.7,123742.83,0,0,1,0,0,0,1,74.44,669
STABLE,32828.34,55389,150935.14,Category C (Partnership/Proprietorship),0.68,68117.01,2,0,4,1,1,1,5,46.44,591
STABLE,112682.3,239919,640869.31,Category A (MNC/Govt/PSU),8.1,84909.66,0,0,5,1,1,1,6,50.74,733
STABLE,45916.61,99229,289510.72,Category A (MNC/Govt/PSU),5.32,1585.43,0,0,3,0,1,1,4,83.68,583
FLUCTUATING,86700.64,209933,450900.11,Category A (MNC/Govt/PSU),1.53,725102.82,0,0,2,1,1,0,2,49.21,686
STABLE,44561.87,133546,327652.59,Unlisted,4.72,515147.66,0,0,4,1,1,1,4,39.81,703
STABLE,27168.55,196057,95895.55,Unlisted,15.62,662123.28,0,0,4,1,1,1,5,14.36,844
STABLE,82491.21,149978,367701.99,Category C (Partnership/Proprietorship),1.7,481208.83,0,0,5,1,1,1,6,39.86,713
STABLE,33733.31,58281,97450.07,Category A (MNC/Govt/PSU),2.74,287624.77,0,0,5,1,1,1,6,43.74,746
STABLE,4262.32,10792,31649.02,Category A (MNC/Govt/PSU),6.79,32295.82,0,0,2,1,1,0,3,29.69,708
STABLE,13898.96,28077,78860.11,Category A (MNC/Govt/PSU),1.22,90729.61,0,0,2,1,0,1,3,26.92,728
FLUCTUATING,63132.35,124064,183348.93,Category A (MNC/Govt/PSU),10.23,5574.03,0,0,1,0,1,0,2,36.45,614
STABLE,129431.95,236089,247734.65,Category B (Private Ltd),13.48,833263.67,2,0,0,0,0,0,0,18.53,698
STABLE,91788.7,228471,427820.57,Category B (Private Ltd),0.65,602411.96,0,2,2,0,1,0,2,83.93,547
STABLE,44377.59,109830,117862.92,Category A (MNC/Govt/PSU),6.87,374249.86,0,0,2,1,0,0,2,11.82,788
STABLE,17618.25,193300,83153.32,Category A (MNC/Govt/PSU),16.21,604899.7,0,0,4,1,1,1,5,82.59,812
STABLE,128089.83,227223,411053.86,Category A (MNC/Govt/PSU),1.34,170052.01,0,0,1,0,1,0,1,28.69,725
STABLE,78398.48,199007,425916.09,Category B (Private Ltd),5.67,263920.47,0,0,5,1,1,1,6,49.46,736
STABLE,29542.19,67467,92640.01,Category B (Private Ltd),3.47,1874.79,0,0,0,0,0,0,1,38.82,639
UNSTABLE,26966.49,85561,169975.52,Category A (MNC/Govt/PSU),1.97,92143.64,0,0,0,0,0,0,0,45.42,655
UNSTABLE,78424.52,199551,356298.38,Category A (MNC/Govt/PSU),8.94,7534.63,0,0,2,0,0,0,2,55.9,587
STABLE,127546.18,293805,842667.89,Category C (Partnership/Proprietorship),0.54,20819.47,0,0,2,0,1,0,3,29.54,661
STABLE,34170.67,110353,308071.12,Category B (Private Ltd),6.69,7343.06,0,0,1,0,0,1,1,57.25,701
STABLE,65621.1,121118,164554.01,Category C (Partnership/Proprietorship),14.11,332281.7,0,0,2,0,0,1,3,40.65,757
STABLE,66081.79,207057,343862.74,Category A (MNC/Govt/PSU),10.99,5361.79,0,0,0,0,0,0,1,44.91,679
STABLE,109946.68,289360,488945.36,Category B (Private Ltd),10.72,24778.63,0,0,4,1,0,1,4,21.97,695
STABLE,61275.6,135172,325011.17,Category B (Private Ltd),1.87,501022.35,0,0,1,0,0,0,1,75.53,721
FLUCTUATING,16199.92,32030,67918.41,Category A (MNC/Govt/PSU),11.66,71143.2,0,0,1,0,0,0,2,82.71,623
STABLE,45352.43,86497,244422.53,Category C (Partnership/Proprietorship),1.29,178217.73,0,0,4,1,1,0,5,76.68,700
STABLE,68341.07,160348,427437.45,Category A (MNC/Govt/PSU),0.6,247880.7,2,0,2,1,0,1,2,73.99,645
STABLE,26628.05,58017,155884.77,Category A (MNC/Govt/PSU),2.92,3691.9,0,0,0,0,0,0,0,26.18,690
STABLE,26466.58,74005,191442.29,Category A (MNC/Govt/PSU),20.25,220702.85,0,0,5,1,1,1,5,30.17,758
UNSTABLE,143170.37,287220,682769.74,Category C (Partnership/Proprietorship),0.17,1139323.77,0,0,2,1,0,0,3,30.84,628
STABLE,92847.85,199121,464683.21,Unlisted,5.81,229772.89,1,0,3,1,0,0,3,27.56,661
STABLE,25590.37,44247,67020.22,Category A (MNC/Govt/PSU),2.65,36286.2,1,0,3,1,0,1,3,80.65,595
STABLE,160667.99,279629,505716.16,Category A (MNC/Govt/PSU),1.8,393842.08,0,0,5,1,1,1,5,35.86,729
STABLE,92638.31,293343,814991.9,Category A (MNC/Govt/PSU),5.67,837234.83,1,0,4,1,1,1,4,69.85,677
STABLE,82571.67,196650,270949.82,Category C (Partnership/Proprietorship),0.48,99623.63,0,0,1,0,0,0,2,44.4,692
UNSTABLE,25272.15,43427,77813.47,Category C (Partnership/Proprietorship),4.74,144920.18,0,0,2,0,1,0,3,92.34,544
STABLE,31890.36,93804,132125.7,Category C (Partnership/Proprietorship),1.75,8909.1,0,0,5,1,1,1,6,79.84,616
UNSTABLE,54910.33,158310,191654.06,Category B (Private Ltd),4.66,75297.41,0,0,0,0,0,0,1,51.79,628
STABLE,20707.87,40996,59724.49,Category B (Private Ltd),4.07,72363.61,0,0,3,1,0,0,3,19.34,738
STABLE,66939.78,195576,529446.28,Category B (Private Ltd),10.35,671602.94,0,0,3,0,0,1,3,45.52,773
STABLE,62619.59,107812,302464.51,Category B (Private Ltd),4.31,158541.37,0,0,4,0,1,1,4,48.6,721
STABLE,36246.8,101937,174376.75,Category A (MNC/Govt/PSU),3.46,494142.52,0,0,0,0,0,0,0,60.27,748
UNSTABLE,67655.61,130860,230755.46,Category A (MNC/Govt/PSU),9.58,139389.58,0,0,1,0,0,0,1,55.77,678
STABLE,48912.05,93452,235120.62,Unlisted,11.51,376740.37,0,0,3,1,1,0,3,14.76,728
STABLE,130672.48,256602,283413.66,Category B (Private Ltd),1.79,531255.54,0,0,1,0,1,0,1,51.69,757
STABLE,102288.01,208989,244794.75,Unlisted,1.72,171340.62,1,0,0,0,0,0,0,52.45,652
FLUCTUATING,126692.01,270737,404435.86,Unlisted,7.96,250821.06,0,0,0,0,0,0,0,27.98,635
STABLE,76982.73,189432,437375.27,Category A (MNC/Govt/PSU),19.57,688824.96,0,0,5,1,1,1,6,28.02,854
FLUCTUATING,96308.34,225340,286425.62,Category B (Private Ltd),0.81,894410.9,0,0,1,0,0,0,2,94.39,609
FLUCTUATING,49527.02,124527,268300.91,Category B (Private Ltd),7.21,112089.72,2,0,2,0,0,0,3,52.07,600
STABLE,80044.61,233720,409349.95,Category A (MNC/Govt/PSU),9.86,76863.52,0,0,0,0,0,0,1,85.97,666
FLUCTUATING,86745.7,228906,383695.9,Category A (MNC/Govt/PSU),5.97,1063382.73,0,0,1,0,0,0,2,75.33,678
STABLE,45358.49,84710,242184.27,Category C (Partnership/Proprietorship),0.27,398369.82,3,0,3,0,1,1,3,92.02,524
FLUCTUATING,20765.17,38273,106756.23,Category A (MNC/Govt/PSU),16.89,154289.12,0,0,4,1,1,1,5,34.79,689
STABLE,64933.54,214463,348504.72,Category A (MNC/Govt/PSU),4.45,309511.41,0,0,5,1,1,1,6,31.01,741
UNSTABLE,142652.3,297380,441040.0,Category B (Private Ltd),0.39,15519.08,0,0,3,0,1,1,3,94.4,502
STABLE,34470.25,58534,155880.14,Category B (Private Ltd),6.69,3283.13,0,0,2,1,0,1,2,21.14,685
STABLE,44677.47,81727,232416.45,Category C (Partnership/Proprietorship),1.12,252049.63,0,0,2,0,1,0,3,54.56,734
FLUCTUATING,70192.11,179180,496258.03,Category C (Partnership/Proprietorship),5.54,256971.07,0,0,5,1,1,1,6,36.29,626
STABLE,102414.47,243470,275910.96,Category B (Private Ltd),2.12,1160124.33,0,0,3,1,0,1,3,18.8,740
FLUCTUATING,118952.85,237439,243823.28,Category A (MNC/Govt/PSU),5.74,1004681.8,0,0,1,0,0,0,2,69.21,694
STABLE,38170.92,113313,171075.88,Category C (Partnership/Proprietorship),4.82,303172.75,0,0,2,0,0,1,3,14.07,729
FLUCTUATING,59880.4,166597,182943.12,Category A (MNC/Govt/PSU),3.72,300933.32,0,0,5,1,1,1,5,39.19,695
STABLE,40128.77,112885,121675.06,Category A (MNC/Govt/PSU),8.91,216604.8,1,0,5,1,1,1,5,62.38,704
STABLE,157408.76,297551,553053.75,Category C (Partnership/Proprietorship),0.82,193040.18,0,0,5,1,1,1,5,16.64,679
STABLE,32761.97,59008,141961.36,Category A (MNC/Govt/PSU),0.62,32983.09,1,0,0,0,0,0,0,40.85,679
STABLE,20708.21,38704,114156.44,Category B (Private Ltd),2.95,129135.14,0,0,1,1,0,0,2,86.43,659
FLUCTUATING,94448.31,178899,411666.27,Category A (MNC/Govt/PSU),4.69,14056.21,0,0,4,1,1,0,5,81.15,535
STABLE,157754.57,285538,361245.2,Category B (Private Ltd),4.28,8031.63,0,0,2,1,0,0,3,12.31,649
STABLE,58425.18,151321,426867.95,Category B (Private Ltd),1.57,176746.39,0,0,4,1,1,1,4,78.0,681
FLUCTUATING,44929.29,84492,129352.73,Category A (MNC/Govt/PSU),14.44,8186.01,0,0,4,1,0,1,4,39.81,658
STABLE,20568.03,50857,117723.08,Category A (MNC/Govt/PSU),0.33,2426.36,0,0,1,0,0,0,1,58.82,620
STABLE,120150.6,284244,582117.05,Category A (MNC/Govt/PSU),0.13,18878.58,0,0,3,0,1,0,3,19.39,681
UNSTABLE,31066.81,61645,94360.15,Category A (MNC/Govt/PSU),3.98,729.13,0,0,0,0,0,0,0,22.47,542
FLUCTUATING,24730.26,43585,82769.76,Category B (Private Ltd),11.34,46756.66,0,0,4,1,1,1,5,83.48,574
UNSTABLE,118081.35,241120,527066.27,Category A (MNC/Govt/PSU),1.97,264860.03,0,0,5,1,1,1,6,25.89,642
FLUCTUATING,79461.29,259708,540826.65,Unlisted,2.48,1259772.93,0,0,3,0,1,1,3,92.84,552
STABLE,67157.24,131729,325401.14,Category A (MNC/Govt/PSU),1.81,213952.95,0,0,2,0,1,1,2,19.39,767
STABLE,44086.09,123812,258032.97,Category A (MNC/Govt/PSU),1.95,62392.88,3,0,2,0,0,0,2,41.55,604
STABLE,119660.41,201510,305394.81,Category B (Private Ltd),1.22,771557.53,0,0,0,0,0,0,1,74.51,720
STABLE,12498.87,33119,43232.43,Category C (Partnership/Proprietorship),6.58,42300.95,0,0,2,1,0,0,2,34.56,704
STABLE,43157.46,87751,240942.01,Category B (Private Ltd),0.93,368198.76,1,0,1,1,0,0,1,11.31,711
STABLE,9854.37,17312,28827.02,Unlisted,0.07,14439.46,0,0,2,0,0,1,2,76.11,583
UNSTABLE,93791.98,236959,514847.52,Category A (MNC/Govt/PSU),1.49,9091.37,1,0,5,1,1,1,5,46.84,496
STABLE,34202.97,61052,63274.94,Category A (MNC/Govt/PSU),3.43,219804.06,0,0,3,0,1,1,4,29.86,737
STABLE,45563.02,96544,285282.55,Category A (MNC/Govt/PSU),2.2,142789.27,0,0,5,1,1,1,5,91.36,653
STABLE,6877.12,15037,19157.04,Category B (Private Ltd),4.95,42769.71,0,0,2,0,0,0,2,64.83,665
STABLE,93155.65,183762,436679.93,Category C (Partnership/Proprietorship),1.94,560814.21,0,0,0,0,0,0,0,59.53,723
STABLE,32860.53,58167,112395.06,Category A (MNC/Govt/PSU),14.74,79865.17,0,0,4,0,1,1,4,24.91,724
UNSTABLE,120842.56,217074,425457.69,Category C (Partnership/Proprietorship),8.49,353761.17,1,0,4,1,1,1,4,46.69,617
UNSTABLE,101648.89,185225,455537.48,Category A (MNC/Govt/PSU),14.87,16826.8,0,0,5,1,1,1,5,24.61,606
STABLE,67310.86,186371,256094.94,Category B (Private Ltd),8.0,836319.66,0,0,4,1,1,1,5,48.2,767
STABLE,38316.18,119910,307024.02,Category C (Partnership/Proprietorship),8.4,6608.35,0,0,5,1,1,1,5,17.15,670
STABLE,96021.21,193564,250034.02,Category A (MNC/Govt/PSU),1.14,249205.61,0,0,5,1,1,1,6,75.96,683
STABLE,34941.28,67955,72955.64,Category A (MNC/Govt/PSU),8.29,134332.36,0,0,0,0,0,0,1,81.89,692
STABLE,129885.02,281326,654394.58,Category C (Partnership/Proprietorship),2.91,1149383.37,0,0,3,1,0,1,4,51.84,732
STABLE,73183.24,211058,321804.35,Category C (Partnership/Proprietorship),14.28,672984.88,0,0,1,0,0,0,1,77.36,887
STABLE,163575.45,295818,859090.03,Category C (Partnership/Proprietorship),5.39,166573.48,0,1,2,0,1,0,2,91.78,573
UNSTABLE,53827.36,105140,265058.36,Category B (Private Ltd),12.9,446913.11,0,0,0,0,0,0,1,89.53,617
STABLE,15142.38,43924,116795.95,Category C (Partnership/Proprietorship),8.42,85953.73,0,0,3,1,1,1,3,74.74,687
STABLE,48266.89,155959,397193.96,Category A (MNC/Govt/PSU),0.19,78410.08,0,0,4,1,1,1,4,13.44,724
STABLE,18549.77,43005,90704.48,Category C (Partnership/Proprietorship),4.71,135149.65,0,0,1,0,0,0,1,92.39,638
STABLE,96099.45,229574,488077.54,Category A (MNC/Govt/PSU),18.59,698401.14,0,0,4,1,1,0,5,94.65,871
STABLE,39804.83,92607,158598.14,Category A (MNC/Govt/PSU),8.14,129058.06,0,0,5,1,1,1,5,93.76,669
STABLE,100524.45,286838,369357.09,Category B (Private Ltd),5.09,25080.76,0,0,4,1,1,1,4,63.97,652
FLUCTUATING,37174.86,90853,102035.67,Category C (Partnership/Proprietorship),24.82,389671.78,0,0,5,1,1,1,6,75.17,658
UNSTABLE,21814.96,47097,95612.59,Category B (Private Ltd),0.4,40933.72,0,0,0,0,0,0,1,42.27,610
STABLE,56517.65,94834,267772.6,Category C (Partnership/Proprietorship),0.56,104021.07,0,0,1,1,0,0,1,62.42,655
STABLE,29817.88,68770,116359.17,Category B (Private Ltd),6.9,30181.95,0,0,0,0,0,0,1,91.5,632
UNSTABLE,142743.78,270784,326801.18,Category A (MNC/Govt/PSU),2.51,14769.11,0,0,3,0,1,0,3,76.78,556
STABLE,98034.86,222437,412305.21,Category B (Private Ltd),4.37,793545.11,0,0,0,0,0,0,1,64.45,718
STABLE,92182.19,190672,281990.46,Category C (Partnership/Proprietorship),1.98,585616.75,0,0,5,1,1,1,6,40.06,709
STABLE,30415.6,64714,149381.7,Category A (MNC/Govt/PSU),0.68,277218.33,0,0,5,1,1,1,6,55.33,717
STABLE,73991.32,143271,161028.3,Category B (Private Ltd),8.79,131183.34,3,0,0,0,0,0,1,42.88,626
UNSTABLE,10548.51,20691,34827.18,Category B (Private Ltd),0.77,512.85,0,0,5,1,1,1,6,19.51,468
STABLE,101009.86,179173,195514.55,Category B (Private Ltd),9.81,15460.49,0,0,3,1,0,1,3,51.2,696
STABLE,143725.34,240842,431848.6,Unlisted,0.85,151074.74,0,0,5,1,1,1,6,53.69,675
STABLE,85055.74,153977,362520.4,Category B (Private Ltd),3.84,217056.87,0,0,5,1,1,1,5,85.58,648
STABLE,123227.89,284507,469701.77,Category A (MNC/Govt/PSU),8.95,19572.15,0,0,4,1,1,1,4,61.22,668
STABLE,90206.14,228865,341078.9,Category C (Partnership/Proprietorship),0.09,458164.17,1,0,4,1,1,1,4,51.87,672
FLUCTUATING,28097.5,72110,209218.23,Category A (MNC/Govt/PSU),2.13,264721.5,0,0,3,1,0,1,3,93.66,611
STABLE,117887.66,295410,611871.89,Category A (MNC/Govt/PSU),3.87,17657.66,0,0,1,0,0,0,2,84.43,609
STABLE,60221.54,129097,330413.84,Category A (MNC/Govt/PSU),2.59,9223.69,0,0,5,1,1,1,5,36.0,688
FLUCTUATING,23145.67,43178,125895.7,Category A (MNC/Govt/PSU),2.49,175863.25,0,0,3,0,1,0,3,20.54,675
STABLE,16893.37,55643,115839.8,Category B (Private Ltd),12.28,156343.85,0,0,2,1,0,1,3,44.74,768
FLUCTUATING,94204.0,193260,575175.25,Category B (Private Ltd),0.34,774334.12,0,1,1,0,1,0,2,31.34,610
STABLE,40359.72,88488,253204.13,Unlisted,17.42,2163.55,0,0,5,1,1,1,5,15.27,622
STABLE,119087.9,292469,813678.37,Category B (Private Ltd),8.2,217688.18,0,0,2,0,0,0,2,81.58,656
STABLE,131479.6,293805,806560.64,Category A (MNC/Govt/PSU),0.87,24805.81,0,0,4,1,1,0,4,67.6,661
STABLE,59580.88,142019,419768.29,Category B (Private Ltd),4.02,358709.42,0,0,0,0,0,0,1,44.84,774
FLUCTUATING,85902.23,156477,362724.37,Category C (Partnership/Proprietorship),13.78,759077.29,0,0,2,0,1,1,3,75.86,666
FLUCTUATING,97892.46,212301,343469.2,Category B (Private Ltd),6.27,234024.19,0,0,0,0,0,0,0,43.18,688
STABLE,9820.96,202797,61492.11,Category C (Partnership/Proprietorship),10.62,660003.44,0,0,5,1,1,1,6,67.44,893
STABLE,66690.54,153659,265134.5,Category A (MNC/Govt/PSU),3.69,31705.29,0,0,3,1,1,0,4,21.21,734
STABLE,101845.05,261767,749436.77,Category B (Private Ltd),5.54,567885.42,0,0,1,0,0,0,1,24.86,766
FLUCTUATING,54942.02,134750,196836.01,Category B (Private Ltd),8.0,262709.22,3,0,2,1,1,0,2,72.04,551
STABLE,125651.89,278821,638926.66,Category A (MNC/Govt/PSU),2.7,340749.88,0,0,4,1,1,0,4,34.63,710
STABLE,27010.92,51713,84406.12,Category C (Partnership/Proprietorship),0.11,72481.25,0,0,2,0,1,0,2,11.93,664
STABLE,37212.58,77703,131189.38,Category A (MNC/Govt/PSU),0.38,199784.32,0,0,3,1,1,1,3,27.31,719
STABLE,161009.92,299707,344949.52,Category A (MNC/Govt/PSU),3.85,3205.58,0,0,4,1,1,1,5,16.54,641
STABLE,116372.78,267057,537614.48,Category A (MNC/Govt/PSU),0.36,750620.43,0,0,1,1,0,0,2,20.06,761
STABLE,12059.05,26568,65817.55,Unlisted,12.69,70544.42,0,0,5,1,1,1,6,20.85,705
STABLE,103586.34,229804,487770.72,Category A (MNC/Govt/PSU),0.37,899015.07,0,0,3,1,0,1,4,51.26,755
UNSTABLE,23808.38,39715,43622.08,Category B (Private Ltd),3.01,116860.89,0,0,4,1,1,1,5,70.83,609
STABLE,77872.88,161397,286767.99,Category B (Private Ltd),7.32,112679.84,0,0,2,0,0,1,2,67.08,721
STABLE,125564.79,221648,556607.48,Category C (Partnership/Proprietorship),2.13,723082.49,1,0,0,0,0,0,0,38.25,702
STABLE,122818.43,297901,751188.16,Category B (Private Ltd),7.88,1014421.1,1,0,3,1,1,0,3,26.84,703
FLUCTUATING,13941.27,29674,32309.2,Category C (Partnership/Proprietorship),2.52,2600.24,0,0,5,1,1,1,5,73.14,529
STABLE,156048.76,265672,674613.98,Category B (Private Ltd),23.35,132633.86,0,0,0,0,0,0,0,63.98,705
STABLE,84862.37,206334,281133.5,Unlisted,0.55,352261.25,0,0,1,0,1,0,1,87.89,610
UNSTABLE,27393.57,52850,125036.94,Unlisted,1.31,792.32,1,0,2,1,0,0,2,23.48,461
STABLE,138097.44,290866,374234.03,Category B (Private Ltd),2.19,1273289.0,0,0,5,1,1,1,5,50.1,743
STABLE,162383.23,290130,377650.29,Category A (MNC/Govt/PSU),0.58,865987.27,0,0,4,1,1,1,4,62.51,717
STABLE,33333.81,90667,202082.47,Category A (MNC/Govt/PSU),13.43,36944.18,0,0,4,1,1,1,4,66.94,729
FLUCTUATING,97373.04,290019,432092.95,Category A (MNC/Govt/PSU),8.24,18440.45,0,0,2,1,0,0,3,48.85,663
STABLE,77582.45,173415,278672.43,Category B (Private Ltd),5.54,9005.17,0,0,1,1,0,0,1,83.63,598
STABLE,76068.27,171947,363888.51,Category B (Private Ltd),0.36,421429.31,0,0,5,1,1,1,5,83.45,650
STABLE,64373.41,182413,331411.87,Category A (MNC/Govt/PSU),2.91,232013.33,0,0,0,0,0,0,1,73.1,693
